player_id,web_name,team,position,predicted_points,actual_points,error,expected_minutes,actual_minutes
168,Marc Guiu,CHE,FWD,0.0,0,0.0,0.0,0
169,Mheuka,CHE,FWD,0.0,0,0.0,0.0,0
170,Emegha,CHE,FWD,0.0,0,0.0,0.0,0
171,Dovin,COV,GKP,0.0,0,0.0,0.0,0
172,Wilson,COV,GKP,0.0,0,0.0,0.0,0
174,Kitching,COV,DEF,0.0,0,0.0,0.0,0
177,Kesler-Hayden,COV,DEF,0.0,0,0.0,0.0,0
178,Bidwell,COV,DEF,0.0,0,0.0,0.0,0
179,Latibeaudiere,COV,DEF,0.0,0,0.0,0.0,0
180,Woolfenden,COV,DEF,0.0,0,0.0,0.0,0
181,Brau,COV,DEF,0.0,0,0.0,0.0,0
187,Eccles,COV,MID,0.0,0,0.0,0.0,0
189,Shepherd,COV,MID,0.0,0,0.0,0.0,0
191,Borges Rodrigues,COV,MID,0.0,0,0.0,0.0,0
192,Andrews,COV,MID,0.0,0,0.0,0.0,0
193,Wright,COV,FWD,0.0,0,0.0,0.0,0
196,Markelo,COV,FWD,0.0,0,0.0,0.0,0
197,Bassette,COV,FWD,0.0,0,0.0,0.0,0
199,Benitez,CRY,GKP,0.0,2,-2.0,0.0,90
205,Sosa,CRY,DEF,0.0,0,0.0,0.0,0
206,Chadi Riad,CRY,DEF,0.0,0,0.0,0.0,0
208,Sarr,CRY,MID,0.0,0,0.0,0.0,0
213,Lerma,CRY,MID,0.0,1,-1.0,0.0,6
215,Devenny,CRY,MID,0.0,0,0.0,0.0,0
216,Esse,CRY,MID,0.0,0,0.0,0.0,0
217,M.França,CRY,MID,0.0,0,0.0,0.0,0
218,Doucouré,CRY,MID,0.0,0,0.0,0.0,0
219,J.Rak-Sakyi,CRY,MID,0.0,0,0.0,0.0,0
220,Cardines,CRY,DEF,0.0,0,0.0,0.0,0
221,Drakes-Thomas,CRY,MID,0.0,0,0.0,0.0,0
223,Mateta,CRY,FWD,0.0,0,0.0,0.0,0
225,Uche,CRY,FWD,0.0,0,0.0,0.0,0
227,Travers,EVE,GKP,0.0,0,0.0,0.0,0
228,King,EVE,GKP,0.0,0,0.0,0.0,0
231,Keane,EVE,DEF,0.0,0,0.0,0.0,0
232,O'Brien,EVE,DEF,0.0,1,-1.0,0.0,15
234,Patterson,EVE,DEF,0.0,0,0.0,0.0,0
235,Aznou,EVE,DEF,0.0,0,0.0,0.0,0
245,Dibling,EVE,MID,0.0,0,0.0,0.0,0
248,Beto,EVE,FWD,0.0,0,0.0,0.0,0
251,Lecomte,FUL,GKP,0.0,0,0.0,0.0,0
252,McNally,FUL,GKP,0.0,0,0.0,0.0,0
256,Tete,FUL,DEF,0.0,0,0.0,0.0,27
266,Cairney,FUL,MID,0.0,0,0.0,0.0,0
270,Reed,FUL,MID,0.0,0,0.0,0.0,0
272,Kusi-Asare,FUL,FWD,0.0,0,0.0,0.0,0
273,Phillips,HUL,GKP,0.0,0,0.0,0.0,0
274,Butland,HUL,GKP,0.0,0,0.0,0.0,0
275,Cartwright,HUL,GKP,0.0,0,0.0,0.0,0
276,Lo-Tutala,HUL,GKP,0.0,0,0.0,0.0,0
278,Hughes,HUL,DEF,0.0,0,0.0,0.0,0
281,Drameh,HUL,DEF,0.0,0,0.0,0.0,0
283,Jacob,HUL,DEF,0.0,0,0.0,0.0,0
284,McCarthy,HUL,DEF,0.0,0,0.0,0.0,0
287,Millar,HUL,MID,0.0,0,0.0,0.0,0
288,Dowell,HUL,MID,0.0,0,0.0,0.0,0
291,Matazo,HUL,MID,0.0,0,0.0,0.0,0
292,Ömür,HUL,MID,0.0,0,0.0,0.0,0
293,Kamara,HUL,MID,0.0,0,0.0,0.0,0
294,Zambrano,HUL,MID,0.0,0,0.0,0.0,0
296,Akintola,HUL,MID,0.0,0,0.0,0.0,0
297,Gyabi,HUL,MID,0.0,0,0.0,0.0,0
298,Destan,HUL,FWD,0.0,0,0.0,0.0,0
299,Burstow,HUL,FWD,0.0,0,0.0,0.0,0
300,Walton,IPS,GKP,0.0,0,0.0,0.0,0
301,Palmer,IPS,GKP,0.0,0,0.0,0.0,0
302,Button,IPS,GKP,0.0,0,0.0,0.0,0
303,Kipré,IPS,DEF,0.0,0,0.0,0.0,0
307,Johnson,IPS,DEF,0.0,0,0.0,0.0,0
310,Matusiwa,IPS,MID,0.0,0,0.0,0.0,0
311,Burns,IPS,MID,0.0,0,0.0,0.0,0
312,Taylor,IPS,MID,0.0,0,0.0,0.0,0
314,Ogbene,IPS,MID,0.0,0,0.0,0.0,0
317,Hirst,IPS,FWD,0.0,0,0.0,0.0,0
318,Philogene,IPS,MID,0.0,1,-1.0,0.0,28
319,Szmodics,IPS,MID,0.0,0,0.0,0.0,0
322,Al-Hamadi,IPS,FWD,0.0,0,0.0,0.0,0
324,Mehmeti,IPS,MID,0.0,0,0.0,0.0,0
325,Darlow,MUN,GKP,0.0,0,0.0,0.0,0
326,Perri,LEE,GKP,0.0,0,0.0,0.0,0
329,Rodon,LEE,DEF,0.0,0,0.0,0.0,0
333,Bornauw,LEE,DEF,0.0,0,0.0,0.0,0
340,Gelhardt,HUL,MID,0.0,0,0.0,0.0,0
341,Gnonto,LEE,MID,0.0,0,0.0,0.0,0
342,Harrison,LEE,MID,0.0,0,0.0,0.0,0
344,Gruev,LEE,MID,0.0,0,0.0,0.0,0
348,Piroe,LEE,FWD,0.0,0,0.0,0.0,0
349,Mateo Joseph,LEE,FWD,0.0,0,0.0,0.0,0
351,Mamardashvili,LIV,GKP,0.0,0,0.0,0.0,0
352,Woodman,LIV,GKP,0.0,0,0.0,0.0,0
353,Pecsi,LIV,GKP,0.0,0,0.0,0.0,0
354,Jaros,LIV,GKP,0.0,0,0.0,0.0,0
355,Davies,LIV,GKP,0.0,0,0.0,0.0,0
359,Gomez,LIV,DEF,0.0,0,0.0,0.0,0
360,Bradley,LIV,DEF,0.0,0,0.0,0.0,0
361,Lucky,LIV,DEF,0.0,0,0.0,0.0,0
363,Leoni,LIV,DEF,0.0,0,0.0,0.0,0
365,Ramsay,LIV,DEF,0.0,0,0.0,0.0,0
370,Chiesa,LIV,MID,0.0,0,0.0,0.0,0
373,C.Jones,LIV,MID,0.0,0,0.0,0.0,0
374,Endo,LIV,MID,0.0,0,0.0,0.0,0
376,Bajcetic,LIV,MID,0.0,0,0.0,0.0,0
378,McConnell,LIV,MID,0.0,0,0.0,0.0,0
380,Ekitiké,LIV,FWD,0.0,0,0.0,0.0,0
382,Danns,LIV,FWD,0.0,0,0.0,0.0,0
383,Elliott,LIV,MID,0.0,0,0.0,0.0,0
386,Bettinelli,MCI,GKP,0.0,0,0.0,0.0,0
392,Aït-Nouri,MCI,DEF,0.0,0,0.0,0.0,0
394,Alleyne,MCI,DEF,0.0,0,0.0,0.0,0
400,Doku,MCI,MID,0.0,0,0.0,0.0,0
402,Rodrigo,MCI,MID,0.0,0,0.0,0.0,0
404,Reijnders,MCI,MID,0.0,0,0.0,0.0,0
407,Echeverri,MCI,MID,0.0,0,0.0,0.0,0
408,Phillips,MCI,MID,0.0,0,0.0,0.0,0
409,Mukasa,MCI,MID,0.0,0,0.0,0.0,0
410,Monga,MCI,MID,0.0,0,0.0,0.0,0
413,Bayindir,MUN,GKP,0.0,0,0.0,0.0,0
414,Heaton,MUN,GKP,0.0,0,0.0,0.0,0
416,De Ligt,MUN,DEF,0.0,0,0.0,0.0,0
424,Amass,MUN,DEF,0.0,0,0.0,0.0,0
425,Fredricson,MUN,DEF,0.0,0,0.0,0.0,0
430,Mount,MUN,MID,0.0,0,0.0,0.0,0
431,Amad,MUN,MID,0.0,0,0.0,0.0,0
433,Ugarte,MUN,MID,0.0,0,0.0,0.0,0
434,J.Fletcher,MUN,MID,0.0,0,0.0,0.0,0
436,Collyer,MUN,MID,0.0,0,0.0,0.0,0
437,Bendito Mantato,MUN,MID,0.0,0,0.0,0.0,0
438,Fletcher,MUN,MID,0.0,0,0.0,0.0,0
440,Zirkzee,MUN,FWD,0.0,1,-1.0,0.0,7
441,Obi,MUN,FWD,0.0,0,0.0,0.0,0
442,Pope,NEW,GKP,0.0,0,0.0,0.0,0
443,Gillespie,NEW,GKP,0.0,0,0.0,0.0,0
444,Jaouen,NEW,GKP,0.0,0,0.0,0.0,0
448,Burn,NEW,DEF,0.0,0,0.0,0.0,0
451,A.Murphy,NEW,DEF,0.0,0,0.0,0.0,0
458,Joelinton,NEW,MID,0.0,0,0.0,0.0,0
463,Woltemade,NEW,FWD,0.0,0,0.0,0.0,0
465,Osula,NEW,FWD,0.0,0,0.0,0.0,0
466,Neave,NEW,FWD,0.0,0,0.0,0.0,0
468,John,NFO,GKP,0.0,0,0.0,0.0,0
470,Morato,NFO,DEF,0.0,0,0.0,0.0,0
475,Savona,NFO,DEF,0.0,0,0.0,0.0,0
476,O.Richards,NFO,DEF,0.0,0,0.0,0.0,0
477,Abbott,NFO,DEF,0.0,0,0.0,0.0,0
479,Bindon,NFO,DEF,0.0,0,0.0,0.0,0
484,Hutchinson,NFO,MID,0.0,0,0.0,0.0,0
485,Bakwa,NFO,MID,0.0,0,0.0,0.0,0
489,Yates,NFO,MID,0.0,0,0.0,0.0,0
494,Vicario,TOT,GKP,0.0,0,0.0,0.0,0
495,Austin,TOT,GKP,0.0,0,0.0,0.0,0
497,Dubravka,TOT,GKP,0.0,0,0.0,0.0,0
500,Romero,TOT,DEF,0.0,0,0.0,0.0,0
505,Spence,TOT,DEF,0.0,0,0.0,0.0,0
507,Phillips,TOT,DEF,0.0,0,0.0,0.0,0
508,Davies,TOT,DEF,0.0,0,0.0,0.0,0
509,Byfield,TOT,DEF,0.0,0,0.0,0.0,0
510,Rowswell,TOT,DEF,0.0,0,0.0,0.0,0
511,Souza,TOT,DEF,0.0,0,0.0,0.0,0
513,Xavi,TOT,MID,0.0,0,0.0,0.0,0
517,Odobert,TOT,MID,0.0,0,0.0,0.0,0
518,P.M.Sarr,TOT,MID,0.0,0,0.0,0.0,0
521,Kulusevski,TOT,MID,0.0,0,0.0,0.0,0
523,Moore,TOT,MID,0.0,0,0.0,0.0,0
524,Olusesi,TOT,MID,0.0,0,0.0,0.0,0
527,Richarlison,TOT,FWD,0.0,0,0.0,0.0,0
528,Scarlett,TOT,FWD,0.0,0,0.0,0.0,0
530,Patterson,SUN,GKP,0.0,0,0.0,0.0,0
531,Ellborg,SUN,GKP,0.0,0,0.0,0.0,0
537,Seelt,SUN,DEF,0.0,0,0.0,0.0,0
538,Hjelde,SUN,DEF,0.0,0,0.0,0.0,0
540,Masuaku,SUN,DEF,0.0,0,0.0,0.0,0
543,Diarra,SUN,MID,0.0,0,0.0,0.0,0
546,Adingra,SUN,MID,0.0,0,0.0,0.0,0
550,Jocelin.T,SUN,MID,0.0,0,0.0,0.0,0
554,Van Oevelen,IPS,GKP,0.0,0,0.0,0.0,0
555,Matthews,CRY,GKP,0.0,0,0.0,0.0,0
560,Penders,CHE,GKP,0.0,0,0.0,0.0,0
561,Anselmino,CHE,DEF,0.0,0,0.0,0.0,0
571,Florentino,IPS,MID,0.0,1,-1.0,0.0,13
573,Sanchez,BOU,DEF,0.0,0,0.0,0.0,0
582,Madjo,AVL,FWD,0.0,0,0.0,0.0,0
587,Rulli,MCI,GKP,0.0,0,0.0,0.0,0
590,Benda,NFO,GKP,0.0,0,0.0,0.0,0
599,Cherif,COV,FWD,0.0,1,-1.0,0.0,30
601,Williams-Barnett,TOT,MID,0.0,0,0.0,0.0,0
602,Humphreys,IPS,MID,0.0,0,0.0,0.0,0
603,Lienou,LEE,DEF,0.0,0,0.0,0.0,0
604,Cresswell,LEE,MID,0.0,0,0.0,0.0,0
606,Rowe,AVL,DEF,0.0,0,0.0,0.0,0
607,Lynch,AVL,MID,0.0,0,0.0,0.0,0
609,Shahar,NEW,DEF,0.0,0,0.0,0.0,0
610,De Fougerolles,FUL,DEF,0.0,0,0.0,0.0,0
612,Methalie,SUN,DEF,0.0,0,0.0,0.0,0
613,Ahoka,SUN,MID,0.0,0,0.0,0.0,0
614,Hadjam,BHA,DEF,0.0,0,0.0,0.0,0
615,Di Gregorio,BOU,GKP,0.0,0,0.0,0.0,0
618,Goretzka,AVL,MID,0.0,0,0.0,0.0,0
620,Diouf,BRE,DEF,0.0,1,-1.0,0.0,30
623,Bentley,COV,GKP,0.0,0,0.0,0.0,0
624,Cozier-Duberry,BHA,MID,0.0,0,0.0,0.0,0
625,Cairns,LEE,GKP,0.0,0,0.0,0.0,0
626,Zepa,FUL,MID,0.0,0,0.0,0.0,0
628,Allan,MCI,MID,0.0,0,0.0,0.0,0
629,Zetterer,LEE,GKP,0.0,0,0.0,0.0,0
630,Harwood-Bellis,AVL,DEF,0.0,0,0.0,0.0,0
631,Mbaye,AVL,MID,0.0,1,-1.0,0.0,27
632,Ansah,HUL,FWD,0.0,0,0.0,0.0,0
633,Ahanor,CRY,DEF,0.0,3,-3.0,0.0,90
636,Ángel,FUL,MID,0.0,0,0.0,0.0,0
637,Vaz,HUL,FWD,0.0,1,-1.0,0.0,8
639,Andrés,BHA,MID,0.0,4,-4.0,0.0,25
641,Bard,LEE,DEF,0.0,1,-1.0,0.0,18
645,Mouzakitis,HUL,MID,0.0,0,0.0,0.0,0
648,Bahoya,LEE,MID,0.0,0,0.0,0.0,0
650,Affengruber,FUL,DEF,0.0,8,-8.0,0.0,90
651,J.Angulo,SUN,FWD,0.0,0,0.0,0.0,0
652,Azeez,BHA,MID,0.0,0,0.0,0.0,0
653,Samba,MCI,MID,0.0,0,0.0,0.0,0
654,Graham,EVE,MID,0.0,0,0.0,0.0,0
